forme	lemme	catégorie
à	à	PREP
Marseille	Marseille	NPSIG
,	,	PCTFAIB
en	en	PREP
1849	1849	NCMIN
?	?	PCTFORTE
cria	crier	VINDPS3S
à	à	PREP
ce	ce	DETDEM
moment	moment	NCMS
Maxime	Maxime	NPMS
du	de le	DETDMS
bout	bout	NCMS
de	de	PREP
la	le	DETDFS
table	tabl	NCFS
.	.	PCTFORTE
Et	et	COO
comme	comme	SUB
Aristide	Aristide	NPMS
Saccard	Saccard	NPI
feignait	feindre	VINDI3S
de	de	PREP
ne	ne	ADV
pas	pas	ADV
entendre	entendre	VINF
,	,	PCTFAIB
le	le	DETDMS
jeune	jeune	ADJSIG
homme	homme	NCMS
reprit	reprendre	VINDPS3S
d'	de	PREP
un	un	DETIMS
ton	ton	NCMS
plus	plus	ADV
bas	bas	ADV
:	:	PCTFORTE
Mon	mon	DETPOSS
père	père	NCMS
l'	le	PPER3S
a	avoir	VINDP3S
connue	connaître	VPARPFS
particulièrement	particulièrement	ADV
.	.	PCTFORTE
Il	il	PPER3S
y	y	PPER3S
eut	avoir	VINDPS3S
quelques	quelque	ADJIND
rires	rire	NCMP
étouffés	étouffé	ADJMP
.	.	PCTFORTE
Cependant	cependant	ADV
,	,	PCTFAIB
tandis que	tandis que	SUB
M.	m.	NCMIN
de	de	PREP
Mareuil	Mareuil	NPHSIG
saluait	saluer	VINDI3S
toujours	toujours	ADV
,	,	PCTFAIB
M.	m.	NCMIN
Haffner	Haffner	NPHMS
avait	avoir	VINDI3S
repris	reprendre	VPARPMS
d'	de	PREP
une	un	DETIFS
voix	voix	NCFIN
sentencieuse	sentencieux	ADJFS
:	:	PCTFORTE
Le	le	DETDMS
dévouement	dévouement	NCMS
à	à	PREP
l'	le	DETDMS
empereur	empereur	NCMS
est	être	VINDP3S
la	le	DETDFS
seule	seul	NCFS
vertu	vertu	NCFS
,	,	PCTFAIB
le	le	DETDMS
seul	seul	ADJMS
patriotisme	patriotisme	NCMS
,	,	PCTFAIB
en	en	PREP
ces	ce	DETDEM
temps	temps	NCMIN
de	de	PREP
démocratie	démocratie	NCFS
intéressée	intéressé	ADJFS
.	.	PCTFORTE
Quiconque	quiconque	PRI
aime	aimer	VINDP3S
l'	le	DETDMS
empereur	empereur	NCMS
aime	aimer	VINDP3S
la	le	DETDFS
France	France	NPHSIG
.	.	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
avec	avec	PREP
une	un	DETIFS
joie	joie	NCFS
sincère	sincère	ADJSIG
que	que	PRI
nous	nous	PPER1P
verrions	voir	VCONP1P
monsieur	monsieur	NCMS
devenir	devenir	VINF
notre	notre	DETPOSS
collègue	collègue	NCSIG
.	.	PCTFORTE
Monsieur	Monsieur	NPMS
l'	le	PPER3S
emportera	emporter	VINDF3S
,	,	PCTFAIB
dit	dire	VINDPS3S
à	à	PREP
son	son	DETPOSS
tour	tour	NCSIG
M.	m.	NCMIN
Toutin-Laroche	Toutin-Laroche	NPI
.	.	PCTFORTE
Les	le	DETDPIG
grandes	grand	ADJFP
fortunes	fortune	NCFP
doivent	devoir	VINDP3P
se	se	PPER3S
grouper	grouper	VINF
autour	autour	ADV
du	du	DETDMS
trône	trône	NCMS
.	.	PCTFORTE
Renée	Renée	NPFS
n'	ne	ADV
y	y	ADV
tint	tenir	VINDPS3S
plus	plus	ADV
.	.	PCTFORTE
En	en	PREP
face	face	NCFS
d'	de	PREP
elle	elle	PPER3S
,	,	PCTFAIB
la	le	DETDFS
marquise	marquis	NCFS
étouffait	étouffer	VINDI3S
un	un	DETIMS
bâillement	bâillement	NCMS
.	.	PCTFORTE
Et	et	COO
comme	comme	SUB
Saccard	Saccard	NPI
allait	aller	VINDI3S
reprendre	reprendre	VINF
la	le	DETDFS
parole	parole	NCFS
:	:	PCTFORTE
Par	par	PREP
grâce	grâce	NCFS
,	,	PCTFAIB
mon	mon	DETPOSS
ami	ami	NCMS
,	,	PCTFAIB
ayez	avoir	VIMPP2P
un	un	DETIMS
peu	peu	NCMIN
pitié	pitié	NCFS
de	de	PREP
nous	nous	PPER1P
,	,	PCTFAIB
lui	lui	PPER3S
dit	dire	VINDP3S
sa	son	DETPOSS
femme	femme	NCFS
,	,	PCTFAIB
avec	avec	PREP
un	un	DETIMS
joli	joli	ADJMS
sourire	sourire	NCMS
,	,	PCTFAIB
laissez	laisser	VIMPP2P
là	là	ADV
votre	votre	DETPOSS
vilaine	vilain	ADJFS
politique	politique	NCFS
.	.	PCTFORTE
Alors	alors	ADV
,	,	PCTFAIB
M.	m.	NCMIN
Hupel	Hupel	NPI
de	de	PREP
la	le	DETDFS
Noue	noue	NCFS
,	,	PCTFAIB
galant	galer	VPARPRES
comme	comme	SUB
un	un	PIMS
préfet	préfet	NCMS
,	,	PCTFAIB
se	se	PPER3S
récria	récrier	VINDPS3S
,	,	PCTFAIB
dit	dire	VINDPS3S
que	que	SUB
ces	ce	DETDEM
dames	dame	NCFP
avaient	avoir	VINDI3P
raison	raison	NCFS
.	.	PCTFORTE
Et	et	COO
il	il	PPER3S
entama	entamer	VINDPS3S
le	le	DETDMS
récit	récit	NCMS
d'	de	PREP
une	un	DETIFS
histoire	histoire	NCFS
scabreuse	scabreux	ADJFS
qui	qui	PRI
s'	se	PPER3S
était	être	VINDI3S
passée	passer	VPARPFS
dans	dans	PREP
son	son	DETPOSS
chef-lieu	chef-lieu	NCMS
.	.	PCTFORTE
La	le	DETDFS
marquise	marquis	NCFS
,	,	PCTFAIB
Mme	mme	NPFS
Haffner	Haffner	NPHMS
et	et	COO
les	le	DETDPIG
autres	autre	ADJPIG
dames	dame	NCFP
rirent	rire	VINDPS3P
beaucoup	beaucoup	ADV
de	de	PREP
certains	certain	ADJIND
détails	détail	NCMP
.	.	PCTFORTE
Le	le	DETDMS
préfet	préfet	NCMS
contait	conter	VINDI3S
d'	de	PREP
une	un	DETIFS
façon	façon	NCFS
très	très	ADV
piquante	piquant	ADJFS
,	,	PCTFAIB
avec	avec	PREP
des	de le	DETDPIG
demi-mots	demi-mot	NCMP
,	,	PCTFAIB
des	un	DETDPIG
réticences	réticence	NCFP
,	,	PCTFAIB
des	de le	DETDPIG
inflexions	inflexion	NCFP
de	de	PREP
voix	voix	NCFIN
,	,	PCTFAIB
qui	qui	PRI
donnaient	donner	VINDI3P
un	un	DETIMS
sens	sens	NCMIN
très	très	ADV
polisson	polisson	NCMS
aux	à le	DETDPIG
termes	terme	NCMP
les	le	DETDPIG
plus	plus	ADV
innocents	innocent	ADJMP
.	.	PCTFORTE
Puis	puis	COO
on	on	PPER3S
parla	parler	VINDPS3S
du	de le	DETDMS
premier	premier	ADJORD
mardi	mardi	NCMS
de	de	PREP
la	le	DETDFS
duchesse	duc	NCFS
,	,	PCTFAIB
d'	de	PREP
une	un	PIFS
bouffonnerie	bouffonnerie	NCFS
qu'	que	PRI
on	on	PPER3S
avait	avoir	VINDI3S
jouée	jouer	VPARPFS
la	le	DETDFS
veille	veille	NCFS
,	,	PCTFAIB
de	de	PREP
la	le	DETDFS
mort	mort	NCFS
d'	de	PREP
un	un	DETIMS
poète	poète	NCMS
et	et	COO
des	de le	DETDPIG
dernières	dernier	ADJFP
courses	course	NCFP
d'	de	PREP
automne	automne	NCMS
.	.	PCTFORTE
M.	m.	NCMIN
Toutin-Laroche	Toutin-Laroche	NPI
,	,	PCTFAIB
aimable	aimable	ADJSIG
à	à	PREP
ses	son	DETPOSS
heures	heure	NCFP
,	,	PCTFAIB
compara	comparer	VINDPS3S
les	le	DETDPIG
femmes	femme	NCFP
à	à	PREP
des	de le	DETDPIG
roses	rose	NCPIG
,	,	PCTFAIB
et	et	COO
M.	m.	NCMIN
de	de	PREP
Mareuil	Mareuil	NPSIG
,	,	PCTFAIB
dans	dans	PREP
le	le	DETDMS
trouble	trouble	NCMS
où	où	PRI
l'	le	PPER3S
avaient	avoir	VINDI3P
laissé	laisser	VPARPMS
ses	son	DETPOSS
espérances	espérance	NCFP
électorales	électoral	ADJFP
,	,	PCTFAIB
trouva	trouver	VINDPS3S
des	un	DETDPIG
mots	mot	NCMP
profonds	profond	ADJMP
sur	sur	PREP
la	le	DETDFS
nouvelle	nouveau	ADJFS
forme	forme	NCFS
des	de le	DETDPIG
chapeaux	chapeau	NCMP
.	.	PCTFORTE
Renée	Renée	NPFS
restait	rester	VINDI3S
distraite	distrait	ADJFS
.	.	PCTFORTE
Cependant	cependant	ADV
les	le	DETDPIG
convives	convive	NCPIG
ne	ne	ADV
mangeaient	manger	VINDI3P
plus	plus	ADV
.	.	PCTFORTE
Un	un	DETIMS
vent	vent	NCMS
chaud	chaud	ADV
semblait	sembler	VINDI3S
avoir	avoir	VINF
soufflé	souffler	VPARPMS
sur	sur	PREP
la	le	DETDFS
table	tabl	NCFS
,	,	PCTFAIB
terni	ternir	VPARPMS
les	le	DETDPIG
verres	verre	NCMP
,	,	PCTFAIB
émietté	émietter	VPARPMS
le	le	DETDMS
pain	pain	NCMS
,	,	PCTFAIB
noirci	noircir	VPARPMS
les	le	DETDPIG
pelures	pelure	NCFP
de	de	PREP
fruit	fruit	NCMS
dans	dans	PREP
les	le	DETDPIG
assiettes	assiette	NCFP
,	,	PCTFAIB
rompu	rompre	VPARPMS
la	le	DETDFS
belle	beau	ADJFS
symétrie	symétrie	NCFS
du	du	DETDMS
service	service	NCMS
.	.	PCTFORTE
Les	le	DETDPIG
fleurs	fleur	NCFP
se	se	PPER3S
fanaient	faner	VINDI3P
,	,	PCTFAIB
dans	dans	PREP
les	le	DETDPIG
grands	grand	NCMP
cornets	cornet	NCMP
d'	de	PREP
argent	argent	NCMS
ciselé	ciselé	ADJMS
.	.	PCTFORTE
Et	et	COO
les	le	DETDPIG
convives	convive	NCPIG
s'	se	PPER3S
oubliaient	oublier	VINDI3P
là	là	ADV
un	un	DETIMS
instant	instant	NCMS
,	,	PCTFAIB
en	en	PREP
face	face	NCFS
des	de le	DETDPIG
débris	débris	NCMIN
du	de le	DETDMS
dessert	dessert	NCMS
,	,	PCTFAIB
béats	béat	ADJMP
,	,	PCTFAIB
sans	sans	PREP
courage	courage	NCMS
pour	pour	PREP
se	se	PPER3S
lever	lever	VINF
.	.	PCTFORTE
Un	un	PIMS
bras	bras	NCMIN
sur	sur	PREP
la	le	DETDFS
table	tabl	NCFS
,	,	PCTFAIB
à	à	PREP
demi	demi	ADV
penchés	penché	ADJMP
,	,	PCTFAIB
ils	il	PPER3P
avaient	avoir	VINDI3P
le	le	DETDMS
regard	regard	NCMS
vide	vide	ADJSIG
,	,	PCTFAIB
le	le	DETDMS
vague	vague	ADJSIG
affaissement	affaissement	NCMS
de	de	PREP
cette	ce	DETDEM
ivresse	ivresse	NCFS
mesurée	mesuré	ADJFS
et	et	COO
décente	décent	ADJFS
des	de le	DETDPIG
gens	gens	NCPIG
du	de le	DETDMS
monde	monde	NCMS
qui	qui	PRI
se	se	PPER3S
grisent	griser	VINDP3P
à	à	PREP
petits	petit	ADJMP
coups	coup	NCMP
.	.	PCTFORTE
Les	le	DETDPIG
rires	rire	NCMP
étaient	être	VINDI3P
tombés	tomber	VPARPMP
,	,	PCTFAIB
les	le	DETDPIG
paroles	parole	NCFP
se	se	PPER3S
faisaient	faire	VINDI3P
rares	rare	ADJPIG
.	.	PCTFORTE
On	on	PPER3S
avait	avoir	VINDI3S
bu	boire	VPARPMS
et	et	COO
mangé	manger	VPARPMS
beaucoup	beaucoup	ADV
,	,	PCTFAIB
ce	ce	PDS
qui	qui	PRI
rendait	rendre	VINDI3S
plus	plus	ADV
grave	grave	ADJSIG
encore	encore	ADV
la	le	DETDFS
bande	bande	NCFS
des	de le	DETDPIG
hommes	homme	NCMP
décorés	décoré	ADJMP
.	.	PCTFORTE
Les	le	DETDPIG
dames	dame	NCFP
,	,	PCTFAIB
dans	dans	PREP
l'	le	DETDMS
air	air	NCMS
alourdi	alourdir	VPARPMS
de	de	PREP
la	le	DETDFS
salle	salle	NCFS
,	,	PCTFAIB
sentaient	sentir	VINDI3P
des	de le	DETDPIG
moiteurs	moiteur	NCFP
leur	leur	PPER3P
monter	monter	VINF
au	à le	DETDMS
front	front	NCMS
et	et	COO
à	à	PREP
la	le	DETDFS
nuque	nuque	NCFS
.	.	PCTFORTE
Elles	il	PPER3P
attendaient	attendre	VINDI3P
qu'	que	SUB
on	on	PPER3S
passât	passer	VSUBI3S
au	à le	DETDMS
salon	salon	NCMS
,	,	PCTFAIB
sérieuses	sérieux	ADJFP
,	,	PCTFAIB
un	un	PIMS
peu	peu	ADV
pâles	pâle	ADJPIG
,	,	PCTFAIB
comme	comme	SUB
si	si	ADV
leur	leur	DETPOSS
tête	tête	NCFS
eût	avoir	VSUBI3S
légèrement	légèrement	ADV
tourné	tourné	ADJMS
.	.	PCTFORTE
Mme	mme	NPFS
d'	de	PREP
Espanet	Espanet	NPI
était	être	VINDI3S
toute	tout	ADJFS
rose	rose	ADJSIG
,	,	PCTFAIB
tandis que	tandis que	SUB
les	le	DETDPIG
épaules	épaule	NCFP
de	de	PREP
Mme	Mme	NPFS
Haffner	Haffner	NPHMS
avaient	avoir	VINDI3P
pris	prendre	VPARPMP
des	de le	DETDPIG
blancheurs	blancheur	NCFP
de	de	PREP
cire	cir	NCFS
.	.	PCTFORTE
Cependant	cependant	ADV
,	,	PCTFAIB
M.	m.	NCMIN
Hupel	Hupel	NPI
de	de	PREP
la	le	DETDFS
Noue	nouer	VIMPP2S
examinait	examiner	VINDI3S
le	le	DETDMS
manche	manche	NCMS
d'	de	PREP
un	un	DETIMS
couteau	couteau	NCMS
;	;	PCTFORTE
M.	m.	NCMIN
Toutin-Laroche	Toutin-Laroche	NPI
lançait	lancer	VINDI3S
encore	encore	ADV
à	à	PREP
M.	m.	NCMIN
Haffner	Haffner	NPHMS
des	de le	DETDPIG
lambeaux	lambeau	NCMP
de	de	PREP
phrase	phrase	NCFS
,	,	PCTFAIB
que	que	SUB
celui-ci	celui-ci	PDS
accueillait	accueillir	VINDI3S
par	par	PREP
des	un	DETDPIG
hochements	hochement	NHMIN
de	de	PREP
tête	tête	NCFS
;	;	PCTFORTE
M.	m.	NCMIN
de	de	PREP
Mareuil	Mareuil	NPHSIG
rêvait	rêver	VINDI3S
en	en	PREP
regardant	regarder	VPARPRES
M.	m.	NCMIN
Michelin	Michelin	NPI
,	,	PCTFAIB
qui	qui	PRI
lui	lui	PPER3S
souriait	sourire	VINDI3S
finement	finement	ADV
.	.	PCTFORTE
Quant à	à	PREP
la	le	DETDFS
jolie	joli	ADJFS
Mme	mme	NCFS
Michelin	Michelin	NPI
,	,	PCTFAIB
elle	elle	PPER3S
ne	ne	ADV
parlait	parler	VINDI3S
plus	plus	ADV
depuis	depuis	PREP
longtemps	longtemps	ADV
;	;	PCTFORTE
très	très	ADV
rouge	rouge	ADJSIG
,	,	PCTFAIB
elle	elle	PPER3S
laissait	laisser	VINDI3S
pendre	pendre	VINF
sous	sous	PREP
la	le	DETDFS
nappe	nappe	NCFS
une	un	DETIFS
main	main	NCFS
que	que	PRI
M.	m.	NCMIN
de	de	PREP
Saffré	Saffré	NPSIG
devait	devoir	VINDI3S
tenir	tenir	VINF
dans	dans	PREP
la	le	DETDFS
sienne	sien	PP
,	,	PCTFAIB
car	car	COO
il	il	PPER3S
s'	se	PPER3S
appuyait	appuyer	VINDI3S
gauchement	gauchement	ADV
sur	sur	PREP
le	le	DETDMS
bord	bord	NCMS
de	de	PREP
la	le	DETDFS
table	tabl	NCFS
,	,	PCTFAIB
les	le	DETDPIG
sourcils	sourcil	NCMP
tendus	tendu	ADJMP
,	,	PCTFAIB
avec	avec	PREP
la	le	DETDFS
grimace	grimace	NCFS
d'	de	PREP
un	un	DETIMS
homme	homme	NCMS
qui	qui	PRI
résout	résoudre	VINDP3S
un	un	DETIMS
problème	problème	NCMS
d'	de	PREP
algèbre	algèbre	NCFS
.	.	PCTFORTE
Mme	mm	NCFS
Sidonie	Sidonie	NPFS
avait	avoir	VINDI3S
vaincu	vaincre	VPARPMS
,	,	PCTFAIB
elle	elle	PPER3S
aussi	aussi	ADV
;	;	PCTFORTE
les	le	DETDPIG
sieurs	sieur	NCMP
Mignon	Mignon	NPMS
et	et	COO
Charrier	Charrier	NPHSIG
,	,	PCTFAIB
accoudés	accoudé	ADJMP
tous	tout	ADJMP
deux	deux	NCI
et	et	COO
tournés	tourner	VPARPMP
vers	ver	NCMP
elle	elle	PPER3S
,	,	PCTFAIB
paraissaient	paraître	VINDI3P
ravis	ravir	VPARPMP
de	de	PREP
recevoir	recevoir	VINF
ses	son	DETPOSS
confidences	confidence	NCFP
;	;	PCTFORTE
elle	elle	PPER3S
avouait	avouer	VINDI3S
qu'	que	SUB
elle	elle	PPER3S
adorait	adorer	VINDI3S
le	le	DETDMS
laitage	laitage	NCMS
et	et	COO
qu'	que	SUB
elle	elle	PPER3S
avait	avoir	VINDI3S
peur	peur	NCFS
des	de le	DETDPIG
revenants	revenant	NCMP
.	.	PCTFORTE
Et	et	COO
Aristide	Aristide	NPMS
Saccard	Saccard	NPI
,	,	PCTFAIB
lui-même	lui-même	PPER3S
,	,	PCTFAIB
les	le	DETDPIG
yeux	oeil	NCMP
demi-clos	demi-clos	ADJMIN
,	,	PCTFAIB
plongé	plonger	VPARPMS
dans	dans	PREP
cette	ce	DETDEM
béatitude	béatitude	NCFS
d'	de	PREP
un	un	DETIMS
maître	maître	NCMS
de	de	PREP
maison	maison	NCFS
qui	qui	PRI
a	avoir	VINDP3S
conscience	conscience	NCFS
d'	de	PREP
avoir	avoir	VINF
grisé	griser	VPARPMS
honnêtement	honnêtement	ADV
ses	son	DETPOSS
convives	convive	NCPIG
,	,	PCTFAIB
ne	ne	ADV
songeait	songer	VINDI3S
point	point	ADV
à	à	PREP
quitter	quitter	VINF
la	le	DETDFS
table	tabl	NCFS
;	;	PCTFORTE
il	il	PPER3S
contemplait	contempler	VINDI3S
,	,	PCTFAIB
avec	avec	PREP
une	un	PIFS
tendresse	tendresse	NCFS
respectueuse	respectueux	ADJFS
,	,	PCTFAIB
le	le	DETDMS
baron	baron	NCMS
Gouraud	Gouraud	NPMS
,	,	PCTFAIB
appesanti	appesantir	VPARPMS
,	,	PCTFAIB
digérant	digérer	VPARPRES
,	,	PCTFAIB
allongeant	allonger	VPARPRES
sur	sur	PREP
la	le	DETDFS
nappe	nappe	NCFS
blanche	blanc	ADJFS
sa	son	DETPOSS
main	main	NCFS
droite	droit	ADJFS
,	,	PCTFAIB
une	un	DETIFS
main	main	NCFS
de	de	PREP
vieillard	vieillard	NCMS
sensuel	sensuel	ADJMS
,	,	PCTFAIB
courte	court	ADJFS
,	,	PCTFAIB
épaisse	épais	ADJFS
,	,	PCTFAIB
tachée	taché	VPARPFS
de	de	PREP
plaques	plaque	NCFP
violettes	violet	ADJFP
et	et	COO
couverte	couvert	ADJFS
de	de	PREP
poils	poil	NCMP
roux	roux	ADJMIN
.	.	PCTFORTE
Renée	Renée	NPFS
acheva	achever	VINDPS3S
machinalement	machinalement	ADV
les	le	DETDPIG
quelques	quelque	ADJIND
gouttes	goutte	NCFP
de	de	PREP
tokai	tokai	NCMS
qui	qui	PRI
restaient	rester	VINDI3P
au	à le	DETDMS
fond	fond	NCMS
de	de	PREP
son	son	NCMS
verre	verre	NCMS
.	.	PCTFORTE
Des	un	DETDPIG
feux	feu	NCMP
lui	lui	PPER3S
montaient	monter	VINDI3P
à	à	PREP
la	le	DETDFS
face	face	NCFS
;	;	PCTFORTE
les	le	DETDPIG
petits	petit	NCMP
cheveux	cheveu	NCMP
pâles	pâle	ADJPIG
de	de	PREP
son	son	DETPOSS
front	front	NCMS
et	et	COO
de	de	PREP
sa	son	DETPOSS
nuque	nuque	NCFS
,	,	PCTFAIB
rebelles	rebelle	ADJPIG
,	,	PCTFAIB
s'	se	PPER3S
échappaient	échapper	VINDI3P
,	,	PCTFAIB
comme	comme	SUB
mouillés	mouiller	VPARPMP
par	par	PREP
un	un	PIMS
souffle	souffle	NCMS
humide	humide	ADJSIG
.	.	PCTFORTE
Elle	elle	PPER3S
avait	avoir	VINDI3S
les	le	DETDPIG
lèvres	lèvre	NCFP
et	et	COO
le	le	DETDMS
nez	nez	NCMIN
amincis	amincir	VPARPMP
nerveusement	nerveusement	ADV
,	,	PCTFAIB
le	le	DETDMS
visage	visage	NCMS
muet	muet	ADJMS
d'	de	PREP
un	un	PIMS
enfant	enfant	NCSIG
qui	qui	PRI
a	avoir	VINDP3S
bu	boire	VPARPMS
du	du	DETDMS
vin	vin	NCMS
pur	pur	ADJMS
.	.	PCTFORTE
Si	si	SUB
de	de	PREP
bonnes	bon	ADJFP
pensées	pensée	NCFP
bourgeoises	bourgeoise	NCFP
lui	lui	PPER3S
étaient	être	VINDI3P
venues	venir	VPARPFP
en	en	PREP
face	face	NCFS
des	de le	DETDPIG
ombres	ombre	NCFP
du	de le	DETDMS
parc	parc	NCMS
Monceau	monceau	NCMS
,	,	PCTFAIB
ces	ce	DETDEM
pensées	pensée	NCFP
se	se	PPER3S
noyaient	noyer	VINDI3P
,	,	PCTFAIB
à	à	PREP
cette	ce	DETDEM
heure	heure	NCFS
,	,	PCTFAIB
dans	dans	PREP
l'	le	DETDFS
excitation	excitation	NCFS
des	de le	DETDPIG
mets	mets	NCMIN
,	,	PCTFAIB
des	de le	DETDPIG
vins	vin	NCMP
,	,	PCTFAIB
des	de le	DETDPIG
lumières	lumière	NCFP
,	,	PCTFAIB
de	de	PREP
ce	ce	DETDEM
milieu	milieu	NCMS
troublant	troublant	ADJMS
où	où	PRI
passaient	passer	VINDI3P
des	de le	DETDPIG
haleines	haleine	NCFP
et	et	COO
des	de le	DETDPIG
gaietés	gaieté	NCFP
chaudes	chaud	ADJFP
.	.	PCTFORTE
Elle	elle	PPER3S
n'	ne	ADV
échangeait	échanger	VINDI3S
plus	plus	ADV
de	de	PREP
tranquilles	tranquille	ADJPIG
sourires	sourire	NCMP
avec	avec	PREP
sa	son	DETPOSS
soeur	soeur	NCFS
Christine	Christine	NPMS
et	et	COO
sa	son	DETPOSS
tante	tante	NCFS
Élisabeth	Élisabeth	NPFS
,	,	PCTFAIB
modestes	modeste	ADJPIG
toutes	tout	ADJFP
deux	deux	ADJNUM
,	,	PCTFAIB
s'	se	PPER3S
effaçant	effacer	VPARPRES
,	,	PCTFAIB
parlant	parler	VPARPRES
à	à	PREP
peine	peine	NCFS
.	.	PCTFORTE
Elle	elle	PPER3S
avait	avoir	VINDI3S
,	,	PCTFAIB
d'	de	PREP
un	un	PIMS
regard	regard	NCMS
dur	dur	ADJMS
,	,	PCTFAIB
fait	faire	VPARPMS
baisser	baisser	VINF
les	le	DETDPIG
yeux	oeil	NCMP
du	de le	DETDMS
pauvre	pauvre	ADJSIG
M.	m.	NCMIN
de	de	PREP
Mussy	Mussy	NPI
.	.	PCTFORTE
Dans	dans	PREP
son	son	DETPOSS
apparente	apparent	ADJFS
distraction	distraction	NCFS
,	,	PCTFAIB
bien	bien	ADV
qu'	que	SUB
elle	elle	PPER3S
évitât	éviter	VSUBI3S
maintenant	maintenant	ADV
de	de	PREP
se	se	PPER3S
tourner	tourner	VINF
,	,	PCTFAIB
appuyée	appuyé	ADJFS
contre	contre	PREP
le	le	DETDMS
dossier	dossier	NCMS
de	de	PREP
sa	son	DETPOSS
chaise	chaise	NCFS
,	,	PCTFAIB
où	où	PRI
le	le	DETDMS
satin	satin	NCMS
de	de	PREP
son	son	NCMS
corsage	corsage	NCMS
craquait	craquer	VINDI3S
doucement	doucement	ADV
,	,	PCTFAIB
elle	elle	PPER3S
laissait	laisser	VINDI3S
échapper	échapper	VINF
un	un	DETIMS
imperceptible	imperceptible	ADJSIG
frisson	frisson	NCMS
des	de le	DETDPIG
épaules	épaule	NCFP
,	,	PCTFAIB
à	à	PREP
chaque	chaque	ADJIND
nouvel	nouvel	ADJMS
éclat	éclat	NCMS
de	de	PREP
rire	rire	NCMS
qui	qui	PRI
lui	lui	PPER3S
venait	venir	VINDI3S
du	de le	DETDMS
coin	coin	NCMS
où	où	PRI
Maxime	Maxime	NPMS
et	et	COO
Louise	Louise	NPHSIG
plaisantaient	plaisanter	VINDI3P
,	,	PCTFAIB
toujours	toujours	ADV
aussi	aussi	ADV
haut	haut	ADV
,	,	PCTFAIB
dans	dans	PREP
le	le	DETDMS
bruit	bruit	NCMS
mourant	mourir	VPARPRES
des	de le	DETDPIG
conversations	conversation	NCFP
.	.	PCTFORTE
Et	et	COO
derrière	derrière	PREP
elle	elle	PPER3S
,	,	PCTFAIB
au	à le	DETDMS
bord	bord	NCMS
de	de	PREP
l'	le	DETDFS
ombre	ombre	NCFS
,	,	PCTFAIB
dominant	dominant	ADJMS
de	de	PREP
sa	son	DETPOSS
haute	haut	ADJHFS
taille	taille	NCFS
la	le	DETDFS
table	tabl	NCFS
en	en	PREP
désordre	désordre	NCMS
et	et	COO
les	le	DETDPIG
convives	convive	NCPIG
pâmés	pâmé	ADJMP
,	,	PCTFAIB
Baptiste	Baptiste	NPMS
se	se	PPER3S
tenait	tenir	VINDI3S
debout	debout	ADV
,	,	PCTFAIB
la	le	DETDFS
chair	chair	NCFS
blanche	blanc	ADJFS
,	,	PCTFAIB
la	le	DETDFS
mine	mine	NCFS
grave	grave	ADJSIG
,	,	PCTFAIB
avec	avec	PREP
l'	le	DETDFS
attitude	attitude	NCFS
dédaigneuse	dédaigneux	ADJFS
d'	de	PREP
un	un	DETIMS
laquais	laquais	NCMIN
qui	qui	PRI
a	avoir	VINDP3S
repu	repu	ADJMS
ses	son	DETPOSS
maîtres	maître	NCMP
.	.	PCTFORTE
Lui	lui	PPER3S
seul	seul	ADJMS
,	,	PCTFAIB
dans	dans	PREP
l'	le	DETDMS
air	air	NCMS
chargé	charger	VPARPMS
d'	de	PREP
ivresse	ivresse	NCFS
,	,	PCTFAIB
sous	sous	PREP
les	le	DETDPIG
clartés	clarté	NCFP
crues	cru	ADJFP
du	de le	DETDMS
lustre	lustre	NCMS
qui	qui	PRI
jaunissaient	jaunir	VINDI3P
,	,	PCTFAIB
restait	rester	VINDI3S
correct	correct	ADJMS
,	,	PCTFAIB
avec	avec	PREP
sa	son	DETPOSS
chaîne	chaîne	NCFS
d'	de	PREP
argent	argent	NCMS
au	à le	DETDMS
cou	cou	NCMS
,	,	PCTFAIB
ses	son	DETPOSS
yeux	oeil	NCMP
froids	froid	NCMP
où	où	PRI
la	le	DETDFS
vue	vue	NCFS
des	de le	DETDPIG
épaules	épaule	NCFP
des	de le	DETDPIG
femmes	femme	NCFP
ne	ne	ADV
mettait	mettre	VINDI3S
pas	pas	ADV
une	un	DETIFS
flamme	flamme	NCFS
,	,	PCTFAIB
son	son	DETPOSS
air	air	NCMS
d'	de	PREP
eunuque	eunuque	NCMS
servant	servir	VPARPRES
des	un	DETDPIG
Parisiens	parisien	NCMP
de	de	PREP
la	le	DETDFS
décadence	décadence	NCFS
et	et	COO
gardant	garder	VPARPRES
sa	son	DETPOSS
dignité	dignité	NCFS
.	.	PCTFORTE
Enfin	enfin	ADV
,	,	PCTFAIB
Renée	Renée	NPFS
se	se	PPER3S
leva	lever	VINDPS3S
,	,	PCTFAIB
d'	de	PREP
un	un	DETIMS
mouvement	mouvement	NCMS
nerveux	nerveux	NCMIN
.	.	PCTFORTE
Tout	tout	ADJMS
le	le	DETDMS
monde	monde	NCMS
l'	le	PPER3S
imita	imiter	VINDPS3S
.	.	PCTFORTE
On	on	PPER3S
passa	passer	VINDPS3S
au	à le	DETDMS
salon	salon	NCMS
,	,	PCTFAIB
où	où	PRI
le	le	DETDMS
café	café	NCMS
était	être	VINDI3S
servi	servir	VPARPMS
.	.	PCTFORTE
Le	le	DETDMS
grand	grand	ADJMS
salon	salon	NCMS
de	de	PREP
