forme	lemme	catégorie
son	son	DETPOSS
républicain	républicain	NCMS
de	de	PREP
neveu	neveu	NCMS
à	à	PREP
tous	tout	ADJMP
les	le	DETDPIG
diables	diable	NCMP
.	.	PCTFORTE
Quand	quand	SUB
il	il	PPER3S
connut	connaître	VINDPS3S
son	son	DETPOSS
départ	départ	NCMS
pour	pour	PREP
Cayenne	Cayenne	NPHSIG
,	,	PCTFAIB
un	un	DETIMS
matin	matin	NCMS
,	,	PCTFAIB
il	il	PPER3S
tapa	taper	VINDPS3S
dans	dans	PREP
les	le	DETDPIG
mains	main	NCFP
de	de	PREP
Quenu	Quenu	NPI
,	,	PCTFAIB
l'	le	PPER3S
éveilla	éveiller	VINDPS3S
,	,	PCTFAIB
lui	lui	PPER3S
annonça	annoncer	VINDPS3S
brutalement	brutalement	ADV
cette	ce	DETDEM
nouvelle	nouveau	NCFS
,	,	PCTFAIB
provoqua	provoquer	VINDPS3S
une	un	DETIFS
telle	tell	PIFS
crise	crise	NCFS
,	,	PCTFAIB
que	que	SUB
le	le	DETDMS
lendemain	lendemain	NCMS
le	le	DETDMS
jeune	jeune	ADJSIG
homme	homme	NCMS
était	être	VINDI3S
debout	debout	ADV
.	.	PCTFORTE
Sa	son	DETPOSS
douleur	douleur	NCFS
se	se	PPER3S
fondit	fondre	VINDPS3S
;	;	PCTFORTE
ses	son	DETPOSS
chairs	chair	NCFP
molles	mou,mol	ADJFP
semblèrent	sembler	VINDPS3P
boire	boire	VINF
ses	son	DETPOSS
dernières	dernier	ADJFP
larmes	larme	NCFP
.	.	PCTFORTE
Un	un	PIMS
mois	mois	NCMIN
plus	plus	ADV
tard	tard	ADV
,	,	PCTFAIB
il	il	PPER3S
riait	rire	VINDI3S
,	,	PCTFAIB
s'	se	PPER3S
irritait	irriter	VINDI3S
,	,	PCTFAIB
tout	tout	ADV
triste	triste	ADJSIG
d'	de	PREP
avoir	avoir	VINF
ri	rire	VPARPMS
;	;	PCTFORTE
puis	puis	COO
la	le	DETDFS
belle	beau	ADJFS
humeur	humeur	NCFS
l'	le	PPER3S
emportait	emporter	VINDI3S
,	,	PCTFAIB
et	et	COO
il	il	PPER3S
riait	rire	VINDI3S
sans	sans	PREP
savoir	savoir	VINF
.	.	PCTFORTE
Il	il	PPER3S
apprit	apprendre	VINDPS3S
la	le	DETDFS
charcuterie	charcuterie	NCFS
.	.	PCTFORTE
Il	il	PPER3S
y	y	ADV
goûtait	goûter	VINDI3S
plus	plus	ADV
de	de	PREP
jouissances	jouissance	NCFP
encore	encore	ADV
que	que	SUB
dans	dans	PREP
la	le	DETDFS
cuisine	cuisine	NCFS
.	.	PCTFORTE
Mais	mais	COO
l'	le	DETDMS
oncle	oncle	NCMS
Gradelle	Gradelle	NPI
lui	lui	PPER3S
disait	dire	VINDI3S
qu'	que	SUB
il	il	PPER3S
ne	ne	ADV
devait	devoir	VINDI3S
pas	pas	ADV
trop	trop	ADV
négliger	négliger	VINF
ses	son	DETPOSS
casseroles	casserole	NCFP
,	,	PCTFAIB
qu'	que	SUB
un	un	DETIMS
charcutier	charcutier	NCMS
bon	bon	ADJMS
cuisinier	cuisinier	NCMS
était	être	VINDI3S
rare	rare	ADJSIG
,	,	PCTFAIB
que	que	SUB
c'	ce	PDS
était	être	VINDI3S
une	un	DETIFS
chance	chance	NCFS
d'	de	PREP
avoir	avoir	VINF
passé	passer	VPARPMS
par	par	PREP
un	un	DETIMS
restaurant	restaurant	NCMS
avant	avant	ADV
d'	de	PREP
entrer	entrer	VINF
chez	chez	PREP
lui	lui	PPER3S
.	.	PCTFORTE
Il	il	PPER3S
utilisait	utiliser	VINDI3S
ses	son	DETPOSS
talents	talent	NCMP
,	,	PCTFAIB
d'	de	PREP
ailleurs	ailleurs	ADV
;	;	PCTFORTE
il	il	PPER3S
lui	lui	PPER3S
faisait	faire	VINDI3S
faire	faire	VINF
des	un	DETDPIG
dîners	dîner	NCMP
pour	pour	PREP
la	le	DETDFS
ville	ville	NCFS
,	,	PCTFAIB
le	le	PPER3S
chargeait	charger	VINDI3S
particulièrement	particulièrement	ADV
des	un	DETDPIG
grillades	grillade	NCFP
et	et	COO
des	un	DETDPIG
côtelettes	côtelette	NCFP
de	de	PREP
porc	porc	NCMS
aux	à le	DETDPIG
cornichons	cornichon	NCMP
.	.	PCTFORTE
Comme	comme	SUB
le	le	DETDMS
jeune	jeune	NCSIG
homme	homme	NCMS
lui	lui	PPER3S
rendait	rendre	VINDI3S
de	de	PREP
réels	réel	ADJMP
services	service	NCMP
,	,	PCTFAIB
il	il	PPER3S
l'	le	PPER3S
aima	aimer	VINDPS3S
à	à	PREP
sa	son	DETPOSS
manière	manière	NCFS
,	,	PCTFAIB
lui	lui	PPER3S
pinçant	pincer	VPARPRES
les	le	DETDPIG
bras	bras	NCMIN
,	,	PCTFAIB
les	le	DETDPIG
jours	jour	NCMP
de	de	PREP
belle	beau	ADJFS
humeur	humeur	NCFS
.	.	PCTFORTE
Il	il	PPER3S
avait	avoir	VINDI3S
vendu	vendre	VPARPMS
le	le	DETDMS
pauvre	pauvre	NCSIG
mobilier	mobilier	ADJMS
de	de	PREP
la	le	DETDFS
rue	rue	NCFS
Royer-Collard	royer-collard	NPMS
,	,	PCTFAIB
et	et	COO
en	en	PPER3S
gardait	garder	VINDI3S
l'	le	DETDMS
argent	argent	NCMS
,	,	PCTFAIB
quarante	quarante	ADJNUM
et	et	COO
quelques	quelque	ADJIND
francs	franc	NCMP
,	,	PCTFAIB
pour	pour	PREP
que	que	SUB
ce	ce	DETDEM
farceur	farceur	NCMS
de	de	PREP
Quenu	Quenu	NPI
,	,	PCTFAIB
disait	dire	VINDI3S
-il	il	PPER3S
,	,	PCTFAIB
ne	ne	ADV
le	le	PPER3S
jetât	jeter	VSUBI3S
pas	pas	ADV
par	par	PREP
les	le	DETDPIG
fenêtres	fenêtre	NCFP
.	.	PCTFORTE
Il	il	PPER3S
finit	finir	VINDP3S
pourtant	pourtant	ADV
par	par	PREP
lui	lui	PPER3S
donner	donner	VINF
chaque	chaque	ADJIND
mois	mois	NCMIN
six	six	ADJNUM
francs	franc	NCMP
pour	pour	PREP
ses	son	DETPOSS
menus	menu	ADJMP
plaisirs	plaisir	NCMP
.	.	PCTFORTE
Quenu	Quenu	NPI
,	,	PCTFAIB
serré	serrer	VPARPMS
d'	de	PREP
argent	argent	NCMS
,	,	PCTFAIB
brutalisé	brutaliser	VPARPMS
parfois	parfois	ADV
,	,	PCTFAIB
était	être	VINDI3S
parfaitement	parfaitement	ADV
heureux	heureux	ADJMIN
.	.	PCTFORTE
Il	il	PPER3S
aimait	aimer	VINDI3S
qu'	que	SUB
on	on	PPER3S
lui	lui	PPER3S
mâchât	mâcher	VSUBI3S
sa	son	DETPOSS
vie	vie	NCFS
.	.	PCTFORTE
Florent	Florent	NPFS
l'	le	PPER3S
avait	avoir	VINDI3S
trop	trop	ADV
élevé	élever	VPARPMS
en	en	PREP
fille	fille	NCFS
paresseuse	paresseux/sloth	NCFS
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
il	il	PPER3S
s'	se	PPER3S
était	être	VINDI3S
fait	faire	VPARPMS
une	un	DETIFS
amie	ami	NCFS
chez	chez	PREP
l'	le	DETDMS
oncle	oncle	NCMS
Gradelle	Gradelle	NPI
.	.	PCTFORTE
Quand	quand	SUB
celui-ci	celui-ci	PDS
perdit	perdre	VINDPS3S
sa	son	DETPOSS
femme	femme	NCFS
,	,	PCTFAIB
il	il	PPER3S
dut	devoir	VINDPS3S
prendre	prendre	VINF
une	un	DETIFS
fille	fille	NCFS
,	,	PCTFAIB
pour	pour	PREP
le	le	DETDMS
comptoir	comptoir	NCMS
.	.	PCTFORTE
Il	il	PPER3S
la	le	PPER3S
choisit	choisir	VINDPS3S
bien	bien	ADV
portante	portant	ADJFS
,	,	PCTFAIB
appétissante	appétissant	ADJFS
,	,	PCTFAIB
sachant	savoir	VPARPRES
que	que	SUB
cela	cela	PDS
égaye	égayer	VIMPP2S
le	le	DETDMS
client	client	NCMS
et	et	COO
fait	fait	NCMS
honneur	honneur	NCMS
aux	à le	DETDPIG
viandes	viande	NCFP
cuites	cuit	ADJFP
,	,	PCTFAIB
il	il	PPER3S
connaissait	connaître	VINDI3S
,	,	PCTFAIB
rue	rue	NCFS
Cuvier	cuvier	NPHSIG
,	,	PCTFAIB
près	près	PREP
du	de le	DETDMS
Jardin	jardin	NCSIG
des	de le	DETDPIG
Plantes	plante	NCFP
,	,	PCTFAIB
une	un	DETIFS
dame	dame	NCFS
veuve	veuf	ADJFS
,	,	PCTFAIB
dont	dont	PRI
le	le	DETDMS
mari	mari	NCMS
avait	avoir	VINDI3S
eu	avoir	VPARPMS
la	le	DETDFS
direction	direction	NCFS
des	de le	DETDPIG
postes	poste	NCPIG
à	à	PREP
Plassans	Plassans	NPI
,	,	PCTFAIB
une	un	DETIFS
sous-préfecture	sous-préfecture	NCFS
du	de le	DETDMS
Midi	midi	NCMIN
.	.	PCTFORTE
Cette	ce	DETDEM
dame	dame	NCFS
,	,	PCTFAIB
qui	qui	PRI
vivait	vivre	VINDI3S
d'	de	PREP
une	un	DETIFS
petite	petit	ADJFS
rente	rente	NCFS
viagère	viager	ADJFS
,	,	PCTFAIB
très	très	ADV
-modestement	modestement	ADV
,	,	PCTFAIB
avait	avoir	VINDI3S
amené	amener	VPARPMS
de	de	PREP
cette	ce	DETDEM
ville	ville	NCFS
une	un	DETIFS
grosse	gros	NCFS
et	et	COO
belle	beau	NCFS
enfant	enfant	NCSIG
,	,	PCTFAIB
qu'	que	SUB
elle	elle	PPER3S
traitait	traiter	VINDI3S
comme	comme	SUB
sa	son	DETPOSS
propre	propre	ADJSIG
fille	fille	NCFS
.	.	PCTFORTE
Lisa	Lisa	NPFS
la	le	PPER3S
soignait	soigner	VINDI3S
d'	de	PREP
un	un	PIMS
air	air	NCMS
placide	placide	ADJSIG
,	,	PCTFAIB
avec	avec	PREP
une	un	DETIFS
humeur	humeur	NCFS
égale	égal	ADJFS
,	,	PCTFAIB
un	un	DETIMS
peu	peu	NCMIN
sérieuse	sérieux	ADJFS
,	,	PCTFAIB
tout	tout	ADV
à	à	PREP
fait	fait	NCMS
belle	beau	ADJFS
quand	quand	SUB
elle	elle	PPER3S
souriait	sourire	VINDI3S
.	.	PCTFORTE
Son	son	DETPOSS
grand	grand	ADJMS
charme	charme	NCMS
venait	venir	VINDI3S
de	de	PREP
la	le	DETDFS
façon	façon	NCFS
exquise	exquis	ADJFS
dont	dont	PRI
elle	elle	PPER3S
plaçait	placer	VINDI3S
son	son	DETPOSS
rare	rare	ADJSIG
sourire	sourire	NCMS
.	.	PCTFORTE
Alors	alors	ADV
,	,	PCTFAIB
son	son	DETPOSS
regard	regard	NCMS
était	être	VINDI3S
une	un	DETIFS
caresse	caresse	NCFS
,	,	PCTFAIB
sa	son	DETPOSS
gravité	gravité	NCFS
ordinaire	ordinaire	ADJSIG
donnait	donner	VINDI3S
un	un	DETIMS
prix	prix	NCMIN
inestimable	inestimable	ADJSIG
à	à	PREP
cette	ce	DETDEM
science	science	NCFS
soudaine	soudain	ADJFS
de	de	PREP
séduction	séduction	NCFS
.	.	PCTFORTE
La	le	DETDFS
vieille	vieux	ADJFS
dame	dame	NCFS
disait	dire	VINDI3S
souvent	souvent	ADV
qu'	que	SUB
un	un	DETIMS
sourire	sourire	NCMS
de	de	PREP
Lisa	Lisa	NPFS
la	le	DETDFS
conduirait	conduire	VCONP3S
en	en	PREP
enfer	enfer	NCMS
.	.	PCTFORTE
Lorsqu'	lorsque	SUB
un	un	DETIMS
asthme	asthme	NCMS
l'	le	PPER3S
emporta	emporter	VINDPS3S
,	,	PCTFAIB
elle	elle	PPER3S
laissa	laisser	VINDPS3S
à	à	PREP
sa	son	DETPOSS
fille	fille	NCFS
d'	de	PREP
adoption	adoption	NCFS
toutes	tout	ADJFP
ses	son	DETPOSS
économies	économie	NCFP
,	,	PCTFAIB
une	un	DETIFS
dizaine	dizaine	NCFS
de	de	PREP
mille	mille	ADJNUM
francs	franc	NCMP
.	.	PCTFORTE
Lisa	Lisa	NPFS
resta	rester	VINDPS3S
huit	huit	ADJNUM
jours	jour	NCMP
seule	seul	ADJFS
dans	dans	PREP
le	le	DETDMS
logement	logement	NCMS
de	de	PREP
la	le	DETDFS
rue	rue	NCFS
Cuvier	cuvier	NPHSIG
;	;	PCTFORTE
ce	ce	PDS
fut	être	VINDPS3S
là	là	ADV
que	que	SUB
Gradelle	Gradelle	NPI
vint	venir	VINDPS3S
la	le	PPER3S
chercher	chercher	VINF
.	.	PCTFORTE
Il	il	PPER3S
la	le	PPER3S
connaissait	connaître	VINDI3S
pour	pour	PREP
l'	le	PPER3S
avoir	avoir	VINF
souvent	souvent	ADV
vue	voir	VPARPFS
avec	avec	PREP
sa	son	DETPOSS
maîtresse	maîtresse	NCFS
,	,	PCTFAIB
quand	quand	SUB
cette	ce	DETDEM
dernière	dernier	NCFS
lui	lui	PPER3S
rendait	rendre	VINDI3S
visite	visite	NCFS
,	,	PCTFAIB
rue	rue	NCFS
Pirouette	pirouette	NCFS
.	.	PCTFORTE
Mais	mais	COO
,	,	PCTFAIB
à	à	PREP
l'	le	DETDMS
enterrement	enterrement	NCMS
,	,	PCTFAIB
elle	elle	PPER3S
lui	lui	PPER3S
parut	paraître	VINDPS3S
si	si	ADV
embellie	embellie	NCFS
,	,	PCTFAIB
si	si	ADV
solidement	solidement	ADV
bâtie	bâti	ADJFS
,	,	PCTFAIB
qu'	que	SUB
il	il	PPER3S
alla	aller	VINDPS3S
jusqu'	jusque	PREP
au	à le	DETDMS
cimetière	cimetière	NCMS
.	.	PCTFORTE
Pendant	pendant	PREP
qu'	que	SUB
on	on	PPER3S
descendait	descendre	VINDI3S
le	le	DETDMS
cercueil	cercueil	NCMS
,	,	PCTFAIB
il	il	PPER3S
réfléchissait	réfléchir	VINDI3S
qu'	que	SUB
elle	elle	PPER3S
serait	être	VCONP3S
superbe	superbe	ADJSIG
dans	dans	PREP
la	le	DETDFS
charcuterie	charcuterie	NCFS
.	.	PCTFORTE
Il	il	PPER3S
se	se	PPER3S
tâtait	tâter	VINDI3S
,	,	PCTFAIB
se	se	PPER3S
disait	dire	VINDI3S
qu'	que	SUB
il	il	PPER3S
lui	lui	PPER3S
offrirait	offrir	VCONP3S
bien	bien	ADV
trente	trente	ADJNUM
francs	franc	NCMP
par	par	PREP
mois	mois	NCMIN
,	,	PCTFAIB
avec	avec	PREP
le	le	DETDMS
logement	logement	NCMS
et	et	COO
la	le	DETDFS
nourriture	nourriture	NCFS
.	.	PCTFORTE
Lorsqu'	lorsque	SUB
il	il	PPER3S
lui	lui	PPER3S
fit	faire	VINDPS3S
des	un	DETDPIG
propositions	proposition	NCFP
,	,	PCTFAIB
elle	elle	PPER3S
demanda	demander	VINDPS3S
vingt-quatre	vingt-quatre	ADJNUM
heures	heure	NCFP
pour	pour	PREP
lui	lui	PPER3S
rendre	rendre	VINF
réponse	réponse	NCFS
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
un	un	DETIMS
matin	matin	NCMS
,	,	PCTFAIB
elle	elle	PPER3S
arriva	arriver	VINDPS3S
avec	avec	PREP
son	son	DETPOSS
petit	petit	ADJMS
paquet	paquet	NCMS
,	,	PCTFAIB
et	et	COO
ses	son	DETPOSS
dix	dix	ADJNUM
mille	mille	ADJNUM
francs	franc	NCMP
,	,	PCTFAIB
dans	dans	PREP
son	son	DETPOSS
corsage	corsage	NCMS
.	.	PCTFORTE
Un	un	DETIMS
mois	mois	NCMIN
plus	plus	ADV
tard	tard	ADV
,	,	PCTFAIB
la	le	DETDFS
maison	maison	NCFS
lui	lui	PPER3S
appartenait	appartenir	VINDI3S
,	,	PCTFAIB
Gradelle	Gradelle	NPI
,	,	PCTFAIB
Quenu	Quenu	NPI
,	,	PCTFAIB
jusqu'	jusque	PREP
au	à le	DETDMS
dernier	dernier	NCMS
des	de le	DETDPIG
marmitons	marmiton	NCMP
.	.	PCTFORTE
Quenu	Quenu	NPI
,	,	PCTFAIB
surtout	surtout	ADV
,	,	PCTFAIB
se	se	PPER3S
serait	être	VCONP3S
haché	hacher	VPARPMS
les	le	DETDPIG
doigts	doigt	NCMP
pour	pour	PREP
elle	elle	PPER3S
.	.	PCTFORTE
Quand	quand	SUB
elle	elle	PPER3S
venait	venir	VINDI3S
à	à	PREP
sourire	sourire	VINF
,	,	PCTFAIB
il	il	PPER3S
restait	rester	VINDI3S
là	là	ADV
,	,	PCTFAIB
riant	rire	VPARPRES
d'	de	PREP
aise	ais	NCFS
lui-même	lui-même	PPER3S
à	à	PREP
la	le	DETDFS
regarder	regarder	VINF
.	.	PCTFORTE
Lisa	Lisa	NPFS
,	,	PCTFAIB
qui	qui	PRI
était	être	VINDI3S
la	le	DETDFS
fille	fille	NCFS
aînée	aîné	ADJFS
des	de le	DETDPIG
Macquart	Macquart	NPI
,	,	PCTFAIB
de	de	PREP
Plassans	Plassans	NPI
,	,	PCTFAIB
avait	avoir	VINDI3S
encore	encore	ADV
son	son	DETPOSS
père	père	NCMS
.	.	PCTFORTE
Elle	elle	PPER3S
le	le	PPER3S
disait	dire	VINDI3S
à	à	PREP
l'	le	DETDMS
étranger	étranger	NCMS
,	,	PCTFAIB
ne	ne	ADV
lui	lui	PPER3S
écrivait	écrire	VINDI3S
jamais	jamais	ADV
.	.	PCTFORTE
Parfois	parfois	ADV
,	,	PCTFAIB
elle	elle	PPER3S
laissait	laisser	VINDI3S
seulement	seulement	ADV
échapper	échapper	VINF
que	que	SUB
sa	son	DETPOSS
mère	mère	NCFS
était	être	VINDI3S
,	,	PCTFAIB
de	de	PREP
son	son	NCMS
vivant	vivant	NCMS
,	,	PCTFAIB
une	un	DETIFS
rude	rude	ADJSIG
travailleuse	travailleur	NCFS
,	,	PCTFAIB
et	et	COO
qu'	que	SUB
elle	elle	PPER3S
tenait	tenir	VINDI3S
d'	de	PREP
elle	elle	PPER3S
.	.	PCTFORTE
Elle	elle	PPER3S
se	se	PPER3S
montrait	montrer	VINDI3S
,	,	PCTFAIB
en	en	PREP
effet	effet	NCMS
,	,	PCTFAIB
très	très	ADV
-patiente	patient	ADJFS
au	à le	DETDMS
travail	travail	NCMS
.	.	PCTFORTE
Mais	mais	COO
elle	elle	PPER3S
ajoutait	ajouter	VINDI3S
que	que	SUB
la	le	DETDFS
brave	brave	ADJSIG
femme	femme	NCFS
avait	avoir	VINDI3S
eu	avoir	VPARPMS
une	un	DETIFS
belle	beau	ADJFS
constance	constance	NCFS
de	de	PREP
se	se	PPER3S
tuer	tuer	VINF
pour	pour	PREP
faire	faire	VINF
aller	aller	VINF
le	le	DETDMS
ménage	ménage	NCMS
.	.	PCTFORTE
Elle	elle	PPER3S
parlait	parler	VINDI3S
alors	alors	ADV
des	de le	DETDPIG
devoirs	devoir	NCMP
de	de	PREP
la	le	DETDFS
femme	femme	NCFS
et	et	COO
des	de le	DETDPIG
devoirs	devoir	NCMP
du	de le	DETDMS
mari	mari	NCMS
,	,	PCTFAIB
très	très	ADV
-sagement	sagement	ADV
,	,	PCTFAIB
d'	de	PREP
une	un	DETIFS
façon	façon	NCFS
honnête	honnête	ADJSIG
,	,	PCTFAIB
qui	qui	PRI
ravissait	ravir	VINDI3S
Quenu	Quenu	NPI
.	.	PCTFORTE
Il	il	PPER3S
lui	lui	PPER3S
affirmait	affirmer	VINDI3S
qu'	que	SUB
il	il	PPER3S
avait	avoir	VINDI3S
absolument	absolument	ADV
ses	son	DETPOSS
idées	idée	NCFP
.	.	PCTFORTE
Les	le	DETDPIG
idées	idée	NCFP
de	de	PREP
Lisa	Lisa	NPFS
étaient	être	VINDI3P
que	que	SUB
tout	tout	ADJMS
le	le	DETDMS
monde	monde	NCMS
doit	devoir	VINDP3S
travailler	travailler	VINF
pour	pour	PREP
manger	manger	VINF
;	;	PCTFORTE
que	que	SUB
chacun	chacun	PIMS
est	être	VINDP3S
chargé	charger	VPARPMS
de	de	PREP
son	son	DETPOSS
propre	propre	ADJSIG
bonheur	bonheur	NCMS
;	;	PCTFORTE
qu'	que	SUB
on	on	PPER3S
fait	faire	VINDP3S
le	le	DETDMS
mal	mal	NCMS
en	en	PREP
encourageant	encourager	VPARPRES
la	le	DETDFS
paresse	paresse	NCFS
;	;	PCTFORTE
enfin	enfin	ADV
,	,	PCTFAIB
que	que	SUB
,	,	PCTFAIB
s'	si	SUB
il	il	PPER3S
y	y	PPER3S
a	avoir	VINDP3S
des	un	DETDPIG
malheureux	malheureux	NCMIN
,	,	PCTFAIB
c'	ce	PDS
est	être	VINDP3S
tant	tant	ADV
pis	pis	ADV
pour	pour	PREP
les	le	DETDPIG
fainéants	fainéant	NCMP
.	.	PCTFORTE
C'	ce	PDS
était	être	VINDI3S
là	là	ADV
une	un	DETIFS
condamnation	condamnation	NCFS
très	très	ADV
-nette	net	ADJFS
de	de	PREP
l'	le	DETDFS
ivrognerie	ivrognerie	NCFS
,	,	PCTFAIB
des	de le	DETDPIG
flâneries	flânerie	NCFP
légendaires	légendaire	ADJPIG
du	de le	DETDMS
vieux	vieux	NCMIN
Macquart	Macquart	NPI
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
à	à	PREP
son	son	DETPOSS
insu	insu	NCMS
,	,	PCTFAIB
Macquart	Macquart	NPI
parlait	parler	VINDI3S
haut	haut	ADV
en	en	PREP
elle	elle	PPER3S
;	;	PCTFORTE
elle	elle	PPER3S
n'	ne	ADV
était	être	VINDI3S
qu'	que	ADV
une	un	DETIFS
Macquart	Macquart	NPI
rangée	rangé	ADJFS
,	,	PCTFAIB
raisonnable	raisonnable	ADJSIG
,	,	PCTFAIB
logique	logique	ADJSIG
avec	avec	PREP
ses	son	DETPOSS
besoins	besoin	NCMP
de	de	PREP
bien-être	bien-être	NCMIN
,	,	PCTFAIB
ayant	avoir	VPARPRES
compris	comprendre	VPARPMP
que	que	SUB
la	le	DETDFS
meilleure	meilleur	ADJFS
façon	façon	NCFS
de	de	PREP
s'	se	PPER3S
endormir	endormir	VINF
dans	dans	PREP
une	un	DETIFS
tiédeur	tiédeur	NCFS
heureuse	heureux	ADJFS
est	être	VINDP3S
encore	encore	ADV
de	de	PREP
se	se	PPER3S
faire	faire	VINF
soi-même	soi-même	PPER3S
un	un	DETIMS
lit	lit	NCMS
de	de	PREP
béatitude	béatitude	NCFS
.	.	PCTFORTE
Elle	elle	PPER3S
donnait	donner	VINDI3S
à	à	PREP
cette	ce	DETDEM
couche	couche	NCFS
moelleuse	moelleux	ADJFS
toutes	tout	ADJFP
ses	son	DETPOSS
heures	heure	NCFP
,	,	PCTFAIB
toutes	tout	ADJFP
ses	son	DETPOSS
pensées	pensée	NCFP
.	.	PCTFORTE
Dès	dès	PREP
l'	le	DETDMS
âge	âge	NCMS
de	de	PREP
six	six	ADJNUM
ans	an	NCMP
,	,	PCTFAIB
elle	elle	PPER3S
consentait	consentir	VINDI3S
à	à	PREP
rester	rester	VINF
bien	bien	ADV
sage	sage	ADJSIG
sur	sur	PREP
sa	son	DETPOSS
petite	petit	ADJFS
chaise	chaise	NCFS
,	,	PCTFAIB
la	le	DETDFS
journée	journée	NCFS
entière	entier	ADJFS
,	,	PCTFAIB
à	à	PREP
la	le	DETDFS
condition	condition	NCFS
qu'	que	PRI
on	on	PPER3S
la	le	PPER3S
récompenserait	récompenser	VCONP3S
d'	de	PREP
un	un	DETIMS
gâteau	gâteau	NCMS
le	le	DETDMS
soir	soir	NCMS
.	.	PCTFORTE
Chez	chez	PREP
le	le	DETDMS
charcutier	charcutier	NCMS
Gradelle	Gradelle	NPI
,	,	PCTFAIB
Lisa	Lisa	NPFS
continua	continuer	VINDPS3S
sa	son	DETPOSS
vie	vie	NCFS
calme	calme	ADJSIG
,	,	PCTFAIB
régulière	régulier	ADJFS
,	,	PCTFAIB
éclairée	éclairer	VPARPFS
par	par	PREP
ses	son	DETPOSS
beaux	beaux	ADJMP
sourires	sourire	NCMP
.	.	PCTFORTE
Elle	elle	PPER3S
n'	ne	ADV
avait	avoir	VINDI3S
pas	pas	ADV
accepté	accepter	VPARPMS
l'	le	DETDFS
offre	offre	NCFS
du	de le	DETDMS
bonhomme	bonhomme	ADJSIG
à	à	PREP
l'	le	DETDFS
aventure	aventure	NCFS
;	;	PCTFORTE
elle	elle	PPER3S
savait	savoir	VINDI3S
trouver	trouver	VINF
en	en	PREP
lui	lui	PPER3S
un	un	DETIMS
chaperon	chaperon	NCMS
,	,	PCTFAIB
elle	elle	PPER3S
pressentait	pressentir	VINDI3S
peut-être	peut-être	ADV
,	,	PCTFAIB
dans	dans	PREP
cette	ce	DETDEM
boutique	boutique	NCFS
sombre	sombre	ADJSIG
de	de	PREP
la	le	DETDFS
rue	rue	NCFS
Pirouette	pirouette	NCFS
,	,	PCTFAIB
avec	avec	PREP
le	le	DETDMS
flair	flair	NCMS
des	de le	DETDPIG
personnes	personne	NCFP
chanceuses	chanceux	ADJFP
,	,	PCTFAIB
l'	le	DETDMS
avenir	avenir	NCMS
solide	solide	ADJSIG
qu'	que	PRI
elle	elle	PPER3S
rêvait	rêver	VINDI3S
,	,	PCTFAIB
une	un	DETIFS
vie	vie	NCFS
de	de	PREP
jouissances	jouissance	NCFP
saines	sain	ADJFP
,	,	PCTFAIB
un	un	DETIMS
travail	travail	NCMS
sans	sans	PREP
fatigue	fatigue	NCFS
,	,	PCTFAIB
dont	dont	PRI
chaque	chaque	ADJIND
heure	heure	NCFS
amenât	amener	VSUBI3S
la	le	DETDFS
récompense	récompense	NCFS
.	.	PCTFORTE
Elle	elle	PPER3S
soigna	soigner	VINDPS3S
son	son	DETPOSS
comptoir	comptoir	NCMS
avec	avec	PREP
les	le	DETDPIG
soins	soin	NCMP
tranquilles	tranquille	ADJPIG
qu'	que	PRI
elle	elle	PPER3S
avait	avoir	VINDI3S
donnés	donner	VPARPMP
à	à	PREP
la	le	DETDFS
veuve	veuf	NCFS
du	de le	DETDMS
directeur	directeur	NCMS
des	de le	DETDPIG
postes	poste	NCPIG
.	.	PCTFORTE
Bientôt	bientôt	ADV
la	le	DETDFS
propreté	propreté	NCFS
des	de le	DETDPIG
tabliers	tablier	NCMP
de	de	PREP
Lisa	Lisa	NPFS
fut	être	VINDPS3S
proverbiale	proverbial	ADJFS
dans	dans	PREP
le	le	DETDMS
quartier	quartier	NCMS
.	.	PCTFORTE
L'	le	DETDMS
oncle	oncle	NCMS
Gradelle	Gradelle	NPI
était	être	VINDI3S
si	si	ADV
content	content	ADJMS
de	de	PREP
cette	ce	DETDEM
belle	beau	ADJFS
fille	fille	NCFS
,	,	PCTFAIB
qu'	que	SUB
il	il	PPER3S
disait	dire	VINDI3S
parfois	parfois	ADV
à	à	PREP
Quenu	Quenu	NPI
,	,	PCTFAIB
en	en	PREP
ficelant	ficeler	VPARPRES
ses	son	DETPOSS
saucissons	saucisson	NCMP
:	:	PCTFORTE
Si	si	SUB
je	je	PPER1S
n'	ne	ADV
avais	avoir	VINDI1S
pas	pas	ADV
soixante	soixante	ADJNUM
ans	an	NCMP
passés	passer	VPARPMP
,	,	PCTFAIB
ma	mon	DETPOSS
parole	parole	NCFS
d'	d	PREP
honneur	honneur	NCMS
,	,	PCTFAIB
je	je	PPER1S
ferais	faire	VCONP1S
la	le	DETDFS
bêtise	bêtise	NCFS
de	de	PREP
l'	le	PPER3S
épouser	épouser	VINF
...	...	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
de	de	PREP
l'	le	DETDMS
or	or	NCMS
en	en	PREP
barre	barre	NCFS
,	,	PCTFAIB
mon	mon	DETPOSS
garçon	garçon	NCMS
,	,	PCTFAIB
une	un	DETIFS
femme	femme	NCFS
