forme	lemme	catégorie
et	et	COO
la	le	DETDFS
singulière	singulier	ADJFS
situation	situation	NCFS
d'	de	PREP
Antoine	Antoine	NPHSIG
et	et	COO
d'	de	PREP
Ursule	Ursule	NPHSIG
,	,	PCTFAIB
il	il	PPER3S
ne	ne	ADV
parut	paraître	VINDPS3S
ni	ni	COO
triste	triste	ADJSIG
ni	ni	COO
indigné	indigné	ADJMS
,	,	PCTFAIB
mais	mais	COO
simplement	simplement	ADV
très	très	ADV
préoccupé	préoccupé	ADJMS
du	de le	DETDMS
parti	parti	NCMS
que	que	PRI
ses	son	DETPOSS
intérêts	intérêt	NCMP
lui	lui	PPER3S
conseillaient	conseiller	VINDI3P
de	de	PREP
prendre	prendre	VINF
.	.	PCTFORTE
Des	un	DETDPIG
trois	trois	ADJNUM
enfants	enfant	NCMP
,	,	PCTFAIB
lui	lui	PPER3S
seul	seul	ADJMS
avait	avoir	VINDI3S
suivi	suivre	VPARPMS
l'	le	DETDFS
école	école	NCFS
avec	avec	PREP
une	un	DETIFS
certaine	certain	ADJFS
assiduité	assiduité	NCFS
.	.	PCTFORTE
Un	un	DETIMS
paysan	paysan	NCMS
qui	qui	PRI
commence	commencer	VINDP3S
à	à	PREP
sentir	sentir	VINF
la	le	DETDFS
nécessité	nécessité	NCFS
de	de	PREP
l'	le	DETDFS
instruction	instruction	NCFS
,	,	PCTFAIB
devient	devenir	VINDP3S
le	le	DETDMS
plus	plus	ADV
souvent	souvent	ADV
un	un	DETIMS
calculateur	calculateur	NCMS
féroce	féroce	ADJSIG
.	.	PCTFORTE
Ce	ce	PDS
fut	être	VINDPS3S
à	à	PREP
l'	le	DETDFS
école	école	NCFS
que	que	SUB
ses	son	DETPOSS
camarades	camarade	NCPIG
,	,	PCTFAIB
par	par	PREP
leurs	leur	DETPOSS
huées	huée	NCFP
et	et	COO
la	le	DETDFS
façon	façon	NCFS
insultante	insultant	ADJFS
dont	dont	PRI
ils	il	PPER3P
traitaient	traiter	VINDI3P
son	son	DETPOSS
frère	frère	NCMS
,	,	PCTFAIB
lui	lui	PPER3S
donnèrent	donner	VINDPS3P
les	le	DETDPIG
premiers	premier	ADJMP
soupçons	soupçon	NCMP
.	.	PCTFORTE
Plus	plus	ADV
tard	tard	ADV
,	,	PCTFAIB
il	il	PPER3S
s'	se	PPER3S
expliqua	expliquer	VINDPS3S
bien	bien	ADV
des	un	DETDPIG
regards	regard	NCMP
,	,	PCTFAIB
bien	bien	ADV
des	de le	DETDPIG
paroles	parole	NCFP
.	.	PCTFORTE
Il	il	PPER3S
vit	voir	VINDPS3S
enfin	enfin	ADV
clairement	clairement	ADV
la	le	DETDFS
maison	maison	NCFS
au	à le	DETDMS
pillage	pillage	NCMS
.	.	PCTFORTE
Dès	dès	PREP
lors	lors	ADV
,	,	PCTFAIB
Antoine	Antoine	NPHSIG
et	et	COO
Ursule	Ursule	NPHSIG
firent	faire	VINDPS3P
pour	pour	PREP
lui	lui	PPER3S
des	un	DETDPIG
parasites	parasite	NCMP
éhontés	éhonté	ADJMP
,	,	PCTFAIB
des	de le	DETDPIG
bouches	bouche	NCFP
qui	qui	PRI
dévoraient	dévorer	VINDI3P
son	son	DETPOSS
bien	bien	NCMS
.	.	PCTFORTE
Quant à	à	PREP
sa	son	DETPOSS
mère	mère	NCFS
,	,	PCTFAIB
il	il	PPER3S
la	le	PPER3S
regarda	regarder	VINDPS3S
du	de le	DETDMS
même	même	ADJSIG
oeil	oeil	NCMS
que	que	ADV
le	le	DETDMS
faubourg	faubourg	NCMS
,	,	PCTFAIB
comme	comme	SUB
une	un	DETIFS
femme	femme	NCFS
bonne	bon	ADJFS
à	à	PREP
enfermer	enfermer	VINF
,	,	PCTFAIB
qui	qui	PRI
finirait	finir	VCONP3S
par	par	PREP
manger	manger	VINF
son	son	DETPOSS
argent	argent	NCMS
,	,	PCTFAIB
s'	si	SUB
il	il	PPER3S
n'	ne	ADV
y	y	ADV
mettait	mettre	VINDI3S
ordre	ordre	NCMS
.	.	PCTFORTE
Ce	ce	PDS
qui	qui	PRI
acheva	achever	VINDPS3S
de	de	PREP
le	le	PPER3S
navrer	navrer	VINF
,	,	PCTFAIB
ce	ce	PDS
furent	être	VINDPS3P
les	le	DETDPIG
vols	vol	NCMP
du	de le	DETDMS
maraîcher	maraîcher	NCMS
.	.	PCTFORTE
L'	le	DETDMS
enfant	enfant	NCSIG
tapageur	tapageur	ADJMS
se	se	PPER3S
transforma	transformer	VINDPS3S
,	,	PCTFAIB
du	de le	DETDMS
jour	jour	NCMS
au	à le	DETDMS
lendemain	lendemain	NCMS
,	,	PCTFAIB
en	en	PREP
un	un	DETIMS
garçon	garçon	NCMS
économe	économe	ADJSIG
et	et	COO
égoïste	égoïste	ADJSIG
,	,	PCTFAIB
mûri	mûrir	VPARPMS
hâtivement	hâtivement	ADV
dans	dans	PREP
le	le	DETDMS
sens	sens	NCMIN
de	de	PREP
ses	son	DETPOSS
instincts	instinct	NCMP
par	par	PREP
l'	le	DETDFS
étrange	étrange	ADJSIG
vie	vie	NCFS
de	de	PREP
gaspillage	gaspillage	NCMS
qu'	que	PRI
il	il	PPER3S
ne	ne	ADV
pouvait	pouvoir	VINDI3S
voir	voir	VINF
maintenant	maintenant	ADV
autour	autour	ADV
de	de	PREP
lui	lui	PPER3S
sans	sans	PREP
en	en	PREP
avoir	avoir	VINF
le	le	DETDMS
coeur	coeur	NCMS
crevé	crevé	ADJMS
.	.	PCTFORTE
C'	ce	PDS
était	être	VINDI3S
à	à	PREP
lui	lui	PPER3S
,	,	PCTFAIB
ces	ce	DETDEM
légumes	légume	NCMP
sur	sur	PREP
la	le	DETDFS
vente	vente	NCFS
desquels	duquel	PRI
le	le	DETDMS
maraîcher	maraîcher	NCMS
prélevait	prélever	VINDI3S
les	le	DETDPIG
plus	plus	ADV
gros	gros	ADJMIN
bénéfices	bénéfice	NCMP
;	;	PCTFORTE
c'	ce	PDS
était	être	VINDI3S
à	à	PREP
lui	lui	PPER3S
,	,	PCTFAIB
ce	ce	DETDEM
vin	vin	NCMS
bu	bu	ADJMS
,	,	PCTFAIB
ce	ce	DETDEM
pain	pain	NCMS
mangé	manger	VPARPMS
par	par	PREP
les	le	DETDPIG
bâtards	bâtard	NCMP
de	de	PREP
sa	son	DETPOSS
mère	mère	NCFS
.	.	PCTFORTE
Toute	tout	ADJFS
la	le	DETDFS
maison	maison	NCFS
,	,	PCTFAIB
toute	tout	ADJFS
la	le	DETDFS
fortune	fortune	NCFS
étaient	être	VINDI3P
à	à	PREP
lui	lui	PPER3S
.	.	PCTFORTE
Dans	dans	PREP
sa	son	DETPOSS
logique	logique	NCFS
de	de	PREP
paysan	paysan	NCMS
,	,	PCTFAIB
lui	lui	PPER3S
seul	seul	ADJMS
,	,	PCTFAIB
fils	fils	NCMIN
légitime	légitime	ADJSIG
,	,	PCTFAIB
devait	devoir	VINDI3S
hériter	hériter	VINF
.	.	PCTFORTE
Et	et	COO
comme	comme	SUB
les	le	DETDPIG
biens	bien	NCMP
périclitaient	péricliter	VINDI3P
,	,	PCTFAIB
comme	comme	SUB
tout	tout	ADJMS
le	le	DETDMS
monde	monde	NCMS
mordait	mordre	VINDI3S
avidement	avidement	ADV
à	à	PREP
sa	son	DETPOSS
fortune	fortune	NCFS
future	futur	ADJFS
,	,	PCTFAIB
il	il	PPER3S
chercha	chercher	VINDPS3S
le	le	DETDMS
moyen	moyen	NCMS
de	de	PREP
jeter	jeter	VINF
ces	ce	DETDEM
gens	gens	NCPIG
à	à	PREP
la	le	DETDFS
porte	porte	NCFS
,	,	PCTFAIB
mère	mère	NCFS
,	,	PCTFAIB
frère	frère	NCMS
,	,	PCTFAIB
soeur	soeur	NCFS
,	,	PCTFAIB
domestiques	domestique	NCPIG
,	,	PCTFAIB
et	et	COO
d'	de	PREP
hériter	hériter	VINF
immédiatement	immédiatement	ADV
.	.	PCTFORTE
La	le	DETDFS
lutte	lutte	NCFS
fut	être	VINDPS3S
cruelle	cruel	ADJFS
.	.	PCTFORTE
Le	le	DETDMS
jeune	jeune	ADJSIG
homme	homme	NCMS
comprit	comprendre	VINDPS3S
qu'	que	SUB
il	il	PPER3S
devait	devoir	VINDI3S
avant	avant	PREP
tout	tout	ADV
frapper	frapper	VINF
sa	son	DETPOSS
mère	mère	NCFS
.	.	PCTFORTE
Il	il	PPER3S
exécuta	exécuter	VINDPS3S
pas	pas	ADV
à	à	PREP
pas	pas	NCMIN
,	,	PCTFAIB
avec	avec	PREP
une	un	DETIFS
patience	patience	NCFS
tenace	tenace	ADJSIG
,	,	PCTFAIB
un	un	DETIMS
plan	plan	NCMS
dont	dont	PRI
il	il	PPER3S
avait	avoir	VINDI3S
longtemps	longtemps	ADV
mûri	mûrir	VPARPMS
chaque	chaque	ADJIND
détail	détail	NCMS
.	.	PCTFORTE
Sa	son	DETPOSS
tactique	tactique	NCFS
fut	être	VINDPS3S
de	de	PREP
se	se	PPER3S
dresser	dresser	VINF
devant	devant	PREP
Adélaïde	Adélaïde	NPHSIG
comme	comme	SUB
un	un	DETIMS
reproche	reproche	NCMS
vivant	vivant	ADJMS
;	;	PCTFORTE
non	non	ADV
pas	pas	ADV
qu'	que	SUB
il	il	PPER3S
s'	se	PPER3S
emportât	emporter	VSUBI3S
ni	ni	COO
qu'	que	SUB
il	il	PPER3S
lui	lui	PPER3S
adressât	adresser	VSUBI3S
des	un	DETDPIG
paroles	parole	NCFP
amères	amer	ADJFP
sur	sur	PREP
son	son	DETPOSS
inconduite	inconduite	NCFS
;	;	PCTFORTE
mais	mais	COO
il	il	PPER3S
avait	avoir	VINDI3S
trouvé	trouver	VPARPMS
une	un	DETIFS
certaine	certain	ADJFS
façon	façon	NCFS
de	de	PREP
la	le	PPER3S
regarder	regarder	VINF
,	,	PCTFAIB
sans	sans	PREP
mot	mot	NCMS
dire	dire	VINF
,	,	PCTFAIB
qui	qui	PRI
la	le	PPER3S
terrifiait	terrifier	VINDI3S
.	.	PCTFORTE
Lorsqu'	lorsque	SUB
elle	elle	PPER3S
reparaissait	reparaître	VINDI3S
,	,	PCTFAIB
après	après	PREP
un	un	DETIMS
court	court	ADJMS
séjour	séjour	NCMS
au	à le	DETDMS
logis	logis	NCMIN
de	de	PREP
Macquart	Macquart	NPI
,	,	PCTFAIB
elle	elle	PPER3S
ne	ne	ADV
levait	lever	VINDI3S
plus	plus	ADV
les	le	DETDPIG
yeux	oeil	NCMP
sur	sur	PREP
son	son	DETPOSS
fils	fils	NCMIN
qu'	que	ADV
en	en	PREP
frissonnant	frissonner	VPARPRES
;	;	PCTFORTE
elle	elle	PPER3S
sentait	sentir	VINDI3S
ses	son	DETPOSS
regards	regard	NCMP
,	,	PCTFAIB
froids	froid	ADJMP
et	et	COO
aigus	aigu	ADJMP
comme	comme	SUB
des	de le	DETDPIG
lames	lame	NCFP
d'	de	PREP
acier	acier	NCMS
,	,	PCTFAIB
qui	qui	PRI
la	le	PPER3S
poignardaient	poignarder	VINDI3P
,	,	PCTFAIB
longuement	longuement	ADV
,	,	PCTFAIB
sans	sans	PREP
pitié	pitié	NCFS
.	.	PCTFORTE
L'	le	DETDFS
attitude	attitude	NCFS
sévère	sévère	ADJSIG
et	et	COO
silencieuse	silencieux	ADJFS
de	de	PREP
Pierre	Pierre	NPMS
,	,	PCTFAIB
de	de	PREP
cet	ce	DETDEM
enfant	enfant	NCSIG
d'	de	PREP
un	un	DETIMS
homme	homme	NCMS
qu'	que	PRI
elle	elle	PPER3S
avait	avoir	VINDI3S
si	si	ADV
vite	vite	ADV
oublié	oublier	VPARPMS
,	,	PCTFAIB
troublait	troubler	VINDI3S
étrangement	étrangement	ADV
son	son	DETPOSS
pauvre	pauvre	ADJSIG
cerveau	cerveau	NCMIN
malade	malade	ADJSIG
.	.	PCTFORTE
Elle	elle	PPER3S
se	se	PPER3S
disait	dire	VINDI3S
que	que	SUB
Rougon	Rougon	NPHSIG
ressuscitait	ressusciter	VINDI3S
pour	pour	PREP
la	le	PPER3S
punir	punir	VINF
de	de	PREP
ses	son	DETPOSS
désordres	désordre	NCMP
.	.	PCTFORTE
Toutes	tout	ADJFP
les	le	DETDPIG
semaines	semaine	NCFP
,	,	PCTFAIB
maintenant	maintenant	ADV
,	,	PCTFAIB
elle	elle	PPER3S
était	être	VINDI3S
prise	prendre	VPARPFS
d'	de	PREP
une	un	PIFS
de	de	PREP
ces	ce	DETDEM
attaques	attaque	NCFP
nerveuses	nerveux	ADJFP
qui	qui	PRI
la	le	PPER3S
brisaient	briser	VINDI3P
;	;	PCTFORTE
on	on	PPER3S
la	le	PPER3S
laissait	laisser	VINDI3S
se	se	PPER3S
débattre	débattre	VINF
;	;	PCTFORTE
quand	quand	SUB
elle	elle	PPER3S
revenait	revenir	VINDI3S
à	à	PREP
elle	elle	PPER3S
,	,	PCTFAIB
elle	elle	PPER3S
rattachait	rattacher	VINDI3S
ses	son	DETPOSS
vêtements	vêtement	NCMP
,	,	PCTFAIB
elle	elle	PPER3S
se	se	PPER3S
traînait	traîner	VINDI3S
,	,	PCTFAIB
plus	plus	ADV
faible	faible	ADJSIG
.	.	PCTFORTE
Souvent	souvent	ADV
,	,	PCTFAIB
elle	elle	PPER3S
sanglotait	sangloter	VINDI3S
,	,	PCTFAIB
la	le	DETDFS
nuit	nuit	NCFS
,	,	PCTFAIB
se	se	PPER3S
serrant	serrer	VPARPRES
la	le	DETDFS
tête	tête	NCFS
entre	entre	PREP
les	le	DETDPIG
mains	main	NCFP
,	,	PCTFAIB
acceptant	accepter	VPARPRES
les	le	DETDPIG
blessures	blessure	NCFP
de	de	PREP
Pierre	Pierre	NPMS
comme	comme	SUB
les	le	DETDPIG
coups	coup	NCMP
d'	de	PREP
un	un	DETIMS
dieu	dieu	NCMS
vengeur	vengeur	ADJMS
.	.	PCTFORTE
D' autres	d'autres	ADJIND
fois	fois	NCFIN
,	,	PCTFAIB
elle	elle	PPER3S
le	le	PPER3S
reniait	renier	VINDI3S
;	;	PCTFORTE
elle	elle	PPER3S
ne	ne	ADV
reconnaissait	reconnaître	VINDI3S
pas	pas	ADV
le	le	DETDMS
sang	sang	NCMS
de	de	PREP
ses	son	DETPOSS
entrailles	entrailles	NCFP
dans	dans	PREP
ce	ce	DETDEM
garçon	garçon	NCMS
épais	épais	ADJMIN
,	,	PCTFAIB
dont	dont	PRI
le	le	DETDMS
calme	calme	NCMS
glaçait	glacer	VINDI3S
si	si	ADV
douloureusement	douloureusement	ADV
sa	son	DETPOSS
fièvre	fièvre	NCFS
.	.	PCTFORTE
Elle	elle	PPER3S
eût	avoir	VSUBI3S
mieux	mieux	ADV
aimé	aimer	VPARPMS
mille	mille	ADJNUM
fois	fois	NCFIN
être	être	VINF
battue	battre	VPARPFS
que	que	PRI
d'	de	PREP
être	être	VINF
ainsi	ainsi	ADV
regardée	regarder	VPARPFS
en	en	PREP
face	face	NCFS
.	.	PCTFORTE
Ces	ce	DETDEM
regards	regard	NCMP
implacables	implacable	ADJPIG
qui	qui	PRI
la	le	PPER3S
suivaient	suivre	VINDI3P
partout	partout	ADV
,	,	PCTFAIB
finirent	finir	VINDPS3P
par	par	PREP
la	le	PPER3S
secouer	secouer	VINF
d'	de	PREP
une	un	DETIFS
façon	façon	NCFS
si	si	ADV
insupportable	insupportable	ADJSIG
,	,	PCTFAIB
qu'	que	SUB
elle	elle	PPER3S
forma	former	VINDPS3S
,	,	PCTFAIB
à	à	PREP
plusieurs	plusieurs	ADJIND
reprises	reprise	NCFP
,	,	PCTFAIB
le	le	DETDMS
projet	projet	NCMS
de	de	PREP
ne	ne	ADV
plus	plus	ADV
revoir	revoir	VINF
son	son	DETPOSS
amant	amant	NCMS
;	;	PCTFORTE
mais	mais	COO
,	,	PCTFAIB
dès	dès	PREP
que	que	SUB
Macquart	Macquart	NPI
arrivait	arriver	VINDI3S
,	,	PCTFAIB
elle	elle	PPER3S
oubliait	oublier	VINDI3S
ses	son	DETPOSS
serments	serment	NCMP
,	,	PCTFAIB
elle	elle	PPER3S
courait	courir	VINDI3S
à	à	PREP
lui	lui	PPER3S
.	.	PCTFORTE
Et	et	COO
la	le	DETDFS
lutte	lutte	NCFS
recommençait	recommencer	VINDI3S
à	à	PREP
son	son	DETPOSS
retour	retour	NCMS
,	,	PCTFAIB
plus	plus	ADV
muette	muet	ADJFS
,	,	PCTFAIB
plus	plus	ADV
terrible	terrible	ADJSIG
.	.	PCTFORTE
Au	à le	DETDMS
bout	bout	NCMS
de	de	PREP
quelques	quelque	ADJIND
mois	mois	NCMIN
,	,	PCTFAIB
elle	elle	PPER3S
appartint	appartenir	VINDPS3S
à	à	PREP
son	son	DETPOSS
fils	fils	NCMIN
.	.	PCTFORTE
Elle	elle	PPER3S
était	être	VINDI3S
devant	devant	PREP
lui	lui	PPER3S
comme	comme	SUB
une	un	DETIFS
petite	petit	ADJFS
fille	fille	NCFS
qui	qui	PRI
n'	ne	ADV
est	être	VINDP3S
pas	pas	ADV
certaine	certain	PIFS
de	de	PREP
sa	son	DETPOSS
sagesse	sagesse	NCFS
et	et	COO
qui	qui	PRI
craint	craindre	VINDP3S
toujours	toujours	ADV
d'	de	PREP
avoir	avoir	VINF
mérité	mériter	VPARPMS
le	le	DETDMS
fouet	fouet	NCMS
.	.	PCTFORTE
Pierre	Pierre	NPMS
,	,	PCTFAIB
en	en	PREP
habile	habile	ADJSIG
garçon	garçon	NCMS
,	,	PCTFAIB
lui	lui	PPER3S
avait	avoir	VINDI3S
lié	lier	VPARPMS
les	le	DETDPIG
pieds	pied	NCMP
et	et	COO
les	le	DETDPIG
mains	main	NCFP
,	,	PCTFAIB
s'	se	PPER3S
en	en	PPER3S
était	être	VINDI3S
fait	faire	VPARPMS
une	un	DETIFS
servante	servant	NCFS
soumise	soumis	ADJFS
,	,	PCTFAIB
sans	sans	PREP
ouvrir	ouvrir	VINF
les	le	DETDPIG
lèvres	lèvre	NCFP
,	,	PCTFAIB
sans	sans	PREP
entrer	entrer	VINF
dans	dans	PREP
des	de le	DETDPIG
explications	explication	NCFP
difficiles	difficile	ADJPIG
et	et	COO
compromettantes	compromettant	ADJFP
.	.	PCTFORTE
Quand	quand	SUB
le	le	DETDMS
jeune	jeune	ADJSIG
homme	homme	NCMS
sentit	sentir	VINDPS3S
sa	son	DETPOSS
mère	mère	NCFS
en	en	PREP
sa	son	DETPOSS
possession	possession	NCFS
,	,	PCTFAIB
qu'	que	SUB
il	il	PPER3S
put	pouvoir	VINDPS3S
la	le	PPER3S
traiter	traiter	VINF
en	en	PREP
esclave	esclave	NCSIG
,	,	PCTFAIB
il	il	PPER3S
commença	commencer	VINDPS3S
à	à	PREP
exploiter	exploiter	VINF
dans	dans	PREP
son	son	DETPOSS
intérêt	intérêt	NCMS
les	le	DETDPIG
faiblesses	faiblesse	NCFP
de	de	PREP
son	son	DETPOSS
cerveau	cerveau	NCMIN
et	et	COO
la	le	DETDFS
terreur	terreur	NCFS
folle	fou	ADJFS
qu'	que	PRI
un	un	DETIMS
seul	seul	NCMS
de	de	PREP
ses	son	DETPOSS
regards	regard	NCMP
lui	lui	PPER3S
inspirait	inspirer	VINDI3S
.	.	PCTFORTE
Son	son	DETPOSS
premier	premier	ADJORD
soin	soin	NCMS
,	,	PCTFAIB
dès	dès	PREP
qu'	que	PRI
il	il	PPER3S
fut	être	VINDPS3S
maître	maître	NCMS
au	à le	DETDMS
logis	logis	NCMIN
,	,	PCTFAIB
fut	être	VINDPS3S
de	de	PREP
congédier	congédier	VINF
le	le	DETDMS
maraîcher	maraîcher	NCMS
et	et	COO
de	de	PREP
le	le	PPER3S
remplacer	remplacer	VINF
par	par	PREP
une	un	DETIFS
créature	créature	NCFS
à	à	PREP
lui	lui	PPER3S
.	.	PCTFORTE
Il	il	PPER3S
prit	prendre	VINDPS3S
la	le	DETDFS
haute	haut	ADJHFS
direction	direction	NCFS
de	de	PREP
la	le	DETDFS
maison	maison	NCFS
,	,	PCTFAIB
vendant	vendre	VPARPRES
,	,	PCTFAIB
achetant	acheter	VPARPRES
,	,	PCTFAIB
tenant	tenir	VPARPRES
la	le	DETDFS
caisse	caisse	NCFS
.	.	PCTFORTE
Il	il	PPER3S
ne	ne	ADV
chercha	chercher	VINDPS3S
,	,	PCTFAIB
d'	de	PREP
ailleurs	ailleurs	ADV
,	,	PCTFAIB
ni	ni	COO
à	à	PREP
régler	régler	VINF
la	le	DETDFS
conduite	conduite	NCFS
d'	de	PREP
Adélaïde	Adélaïde	NPHSIG
ni	ni	COO
à	à	PREP
corriger	corriger	VINF
Antoine	Antoine	NPHSIG
et	et	COO
Ursule	Ursule	NPHSIG
de	de	PREP
leur	leur	DETPOSS
paresse	paresse	NCFS
.	.	PCTFORTE
Peu	peu	NCMIN
lui	lui	PPER3S
importait	importer	VINDI3S
,	,	PCTFAIB
car	car	COO
il	il	PPER3S
comptait	compter	VINDI3S
se	se	PPER3S
débarrasser	débarrasser	VINF
de	de	PREP
ces	ce	DETDEM
gens	gens	NCPIG
à	à	PREP
la	le	DETDFS
première	premier	ADJORD
occasion	occasion	NCFS
.	.	PCTFORTE
Il	il	PPER3S
se	se	PPER3S
contenta	contenter	VINDPS3S
de	de	PREP
leur	leur	PPER3P
mesurer	mesurer	VINF
le	le	DETDMS
pain	pain	NCMS
et	et	COO
l'	le	DETDFS
eau	eau	NCFS
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
ayant	avoir	VPARPRES
déjà	déjà	ADV
toute	tout	ADJFS
la	le	DETDFS
fortune	fortune	NCFS
dans	dans	PREP
les	le	DETDPIG
mains	main	NCFP
,	,	PCTFAIB
il	il	PPER3S
attendit	attendre	VINDPS3S
un	un	DETIMS
événement	événement	NCMS
qui	qui	PRI
lui	lui	PPER3S
permît	permettre	VSUBI3S
d'	de	PREP
en	en	PPER3S
disposer	disposer	VINF
à	à	PREP
son	son	DETPOSS
gré	gré	NCMS
.	.	PCTFORTE
Les	le	DETDPIG
circonstances	circonstance	NCFP
le	le	PPER3S
servirent	servir	VINDPS3P
singulièrement	singulièrement	ADV
.	.	PCTFORTE
Il	il	PPER3S
échappa	échapper	VINDPS3S
à	à	PREP
la	le	DETDFS
conscription	conscription	NCFS
,	,	PCTFAIB
à	à	PREP
titre	titre	NCMS
de	de	PREP
fils	fils	NCMIN
aîné	aîné	ADJMS
d'	de	PREP
une	un	DETIFS
femme	femme	NCFS
veuve	veuf	ADJFS
.	.	PCTFORTE
Mais	mais	COO
,	,	PCTFAIB
deux	deux	ADJNUM
ans	an	NCMP
plus	plus	ADV
tard	tard	ADV
,	,	PCTFAIB
Antoine	Antoine	NPHSIG
tomba	tomber	VINDPS3S
au	à le	DETDMS
sort	sort	NCMS
.	.	PCTFORTE
Sa	son	DETPOSS
mauvaise	mauvais	ADJFS
chance	chance	NCFS
le	le	PPER3S
toucha	toucher	VINDPS3S
peu	peu	ADV
;	;	PCTFORTE
il	il	PPER3S
comptait	compter	VINDI3S
que	que	SUB
sa	son	DETPOSS
mère	mère	NCFS
lui	lui	PPER3S
achèterait	acheter	VCONP3S
un	un	DETIMS
homme	homme	NCMS
.	.	PCTFORTE
Adélaïde	Adélaïde	NPFS
,	,	PCTFAIB
en	en	PREP
effet	effet	NCMS
,	,	PCTFAIB
voulut	vouloir	VINDPS3S
le	le	PPER3S
sauver	sauver	VINF
du	de le	DETDMS
service	service	NCMS
.	.	PCTFORTE
Pierre	Pierre	NPMS
,	,	PCTFAIB
qui	qui	PRI
tenait	tenir	VINDI3S
l'	le	DETDMS
argent	argent	NCMS
,	,	PCTFAIB
fit	faire	VINDPS3S
la	le	DETDFS
sourde	sourd	ADJFS
oreille	oreille	NCFS
.	.	PCTFORTE
Le	le	DETDMS
départ	départ	NCMS
forcé	forcé	ADJMS
de	de	PREP
son	son	DETPOSS
frère	frère	NCMS
était	être	VINDI3S
un	un	DETIMS
heureux	heureux	ADJMIN
événement	événement	NCMS
servant	servant	ADJMS
trop	trop	ADV
bien	bien	ADV
ses	son	DETPOSS
projets	projet	NCMP
.	.	PCTFORTE
Quand	quand	SUB
sa	son	DETPOSS
mère	mère	NCFS
lui	lui	PPER3S
parla	parler	VINDPS3S
de	de	PREP
cette	ce	DETDEM
affaire	affaire	NCFS
,	,	PCTFAIB
il	il	PPER3S
la	le	PPER3S
regarda	regarder	VINDPS3S
d'	de	PREP
une	un	DETIFS
telle	tel	ADJIND
façon	façon	NCFS
qu'	que	PRI
elle	elle	PPER3S
n'	ne	ADV
osa	oser	VINDPS3S
même	même	ADV
pas	pas	ADV
achever	achever	VINF
.	.	PCTFORTE
Son	son	DETPOSS
regard	regard	NCMS
disait	dire	VINDI3S
:	:	PCTFORTE
Vous	vous	PPER2P
voulez	vouloir	VINDP2P
donc	donc	COO
me	me	PPER1S
ruiner	ruiner	VINF
pour	pour	PREP
votre	votre	DETPOSS
bâtard	bâtard	NCMS
?	?	PCTFORTE
Elle	elle	PPER3S
abandonna	abandonner	VINDPS3S
Antoine	Antoine	NPHSIG
,	,	PCTFAIB
égoïstement	égoïstement	ADV
,	,	PCTFAIB
ayant	avoir	VPARPRES
avant	avant	PREP
tout	tout	ADJIND
besoin	besoin	NCMS
de	de	PREP
paix	paix	NCFIN
et	et	COO
de	de	PREP
liberté	liberté	NCFS
.	.	PCTFORTE
Pierre	Pierre	NPMS
,	,	PCTFAIB
qui	qui	PRI
n'	ne	ADV
était	être	VINDI3S
pas	pas	ADV
pour	pour	PREP
les	le	DETDPIG
moyens	moyen	NCMP
violents	violent	ADJMP
,	,	PCTFAIB
et	et	COO
qui	qui	PRI
se	se	PPER3S
réjouissait	réjouir	VINDI3S
de	de	PREP
pouvoir	pouvoir	VINF
mettre	mettre	VINF
son	son	DETPOSS
frère	frère	NCMS
à	à	PREP
la	le	DETDFS
porte	porte	NCFS
sans	sans	PREP
querelle	querelle	NCFS
,	,	PCTFAIB
joua	jouer	VINDPS3S
alors	alors	ADV
le	le	DETDMS
rôle	rôle	NCMS
d'	de	PREP
un	un	DETIMS
homme	homme	NCMS
désespéré	désespéré	ADJMS
:	:	PCTFORTE
l'	le	DETDFS
année	année	NCFS
avait	avoir	VINDI3S
été	être	VPARPMS
mauvaise	mauvais	ADJFS
,	,	PCTFAIB
l'	le	DETDMS
argent	argent	NCMS
manquait	manquer	VINDI3S
à	à	PREP
la	le	DETDFS
maison	maison	NCFS
,	,	PCTFAIB
il	il	PPER3S
faudrait	falloir	VCONP3S
vendre	vendre	VINF
un	un	DETIMS
coin	coin	NCMS
de	de	PREP
terre	terre	NCFS
,	,	PCTFAIB
ce	ce	PDS
qui	qui	PRI
était	être	VINDI3S
le	le	DETDMS
commencement	commencement	NCMS
de	de	PREP
la	le	DETDFS
ruine	ruine	NCFS
.	.	PCTFORTE
Puis	puis	COO
il	il	PPER3S
donna	donner	VINDPS3S
sa	son	DETPOSS
parole	parole	NCFS
à	à	PREP
Antoine	Antoine	NPHSIG
qu'	que	SUB
il	il	PPER3S
le	le	PPER3S
rachèterait	racheter	VCONP3S
l'	le	DETDFS
année	année	NCFS
suivante	suivant	ADJFS
,	,	PCTFAIB
bien	bien	ADV
décidé	décider	VPARPMS
à	à	PREP
n'	ne	ADV
en	en	PPER3S
rien	rien	PII
faire	faire	VINF
.	.	PCTFORTE
Antoine	Antoine	NPFS
partit	partir	VINDPS3S
,	,	PCTFAIB
dupé	duper	VPARPMS
,	,	PCTFAIB
à	à	PREP
demi	demi	ADV
content	content	ADJMS
.	.	PCTFORTE
Pierre	Pierre	NPMS
se	se	PPER3S
débarrassa	débarrasser	VINDPS3S
d'	de	PREP
Ursule	Ursule	NPHSIG
d'	de	PREP
une	un	DETIFS
façon	façon	NCFS
encore	encore	ADV
plus	plus	ADV
